"Position","Name","Game","Salary","AvgPointsPerGame","Played","Team","Opponent","Injury Indicator","",
"WR","Seantavius Jones","NO@IND","4500","0","1","NO","IND","",
"RB","Trey Williams","TB@WAS","4500","0","0","WAS","TB","",
"WR","Frankie Hammond","PIT@KC","4500","0","2","KC","PIT","",
"WR","Adam Drake","PIT@KC","4500","0","0","KC","PIT","",
"TE","Alex Bayer","OAK@SD","4500","0","6","SD","OAK","",
"WR","Matt Hazel","HOU@MIA","4500","0","0","MIA","HOU","",
"RB","Tony Creecy","NYJ@NE","4500","0","0","NE","NYJ","",
"TE","Logan Paulsen","TB@WAS","4500","1.1","16","WAS","TB","IR","",
"TE","Deon Butler","MIN@DET","4500","0","0","DET","MIN","",
"TE","Trey Burton","PHI@CAR","4500","0","6","PHI","CAR","",
